longitude,latitude,species_name,source
34.8737810438,0.196271417,Papilio dardanus,iNaturalist
34.8826953375,0.1998421108,Ceratrichia flava,iNaturalist
34.8863909116,0.19948816,Hypolimnas dinarcha grandis,iNaturalist
34.8819524237,0.2004283738,Junonia temora,iNaturalist
34.8869656577,0.2000467069,Nepheronia,iNaturalist
34.8835864319,0.2563499319,Evena crithea,iNaturalist
34.8823243993,0.2557095968,Argemma mabirensis,iNaturalist
34.8818633251,0.2559443396,Euphaedra,iNaturalist
34.8833456113,0.25452662,Papilio phorcas,iNaturalist
34.8845947541,0.2551240763,Papilio phorcas,iNaturalist
34.8867993041,0.2554069448,Junonia temora,iNaturalist
34.878961432,0.2550528823,Junonia gregorii,iNaturalist
34.8853388908,0.2570970716,Acraea quirina quirina,iNaturalist
34.8842235717,0.2497842587,Evena crithea,iNaturalist
34.8833,0.22762,Evena crithea,iNaturalist
34.8689181929,0.2358100025,Papilio phorcas,iNaturalist
34.9449777778,0.1857972222,Nireopapilio,iNaturalist
34.8844867,0.1687462,Rubraea egina,iNaturalist
34.8844867,0.1687462,Azanus natalensis,iNaturalist
34.8844867,0.1687462,Uranothauma,iNaturalist
34.8844867,0.1687462,Nymphalidae,iNaturalist
34.8844867,0.1687462,Belenois raffrayi,iNaturalist
34.8844867,0.1687462,Papilionoidea,iNaturalist
34.8844867,0.1687462,Junonia gregorii,iNaturalist
34.8844867,0.1687462,Telchinia penelope,iNaturalist
34.9329166667,0.1795777778,Sevenia,iNaturalist
34.9494555556,0.1339305556,Nymphalidae,iNaturalist
34.9329166667,0.1795777778,Junonia gregorii,iNaturalist
34.971905,0.0799,Heliconiinae,iNaturalist
34.8691625339,0.2389438344,Junonia gregorii,iNaturalist
34.8634162958,0.2388470578,Leptosia alcesta,iNaturalist
34.8691625339,0.2389438344,Eriboea etesipe,iNaturalist
34.8719308153,0.2291006078,Hesperiinae,iNaturalist
34.8773057482,0.2510638379,Protogoniomorpha parhassus,iNaturalist
34.8773057482,0.2510638379,Cymothoe hobarti,iNaturalist
34.8773057482,0.2510638379,Pseudacraea lucretia,iNaturalist
34.8773057482,0.2510638379,Euphaedra medon,iNaturalist
34.8773057482,0.2510638379,Evena crithea,iNaturalist
34.8773057482,0.2510638379,Papilio dardanus,iNaturalist
34.8773057482,0.2510638379,Junonia gregorii,iNaturalist
34.8773057482,0.2510638379,Afriodinia neavei,iNaturalist
34.856186,0.29148,Afriodinia neavei,iNaturalist
34.856186,0.29148,Junonia gregorii,iNaturalist
34.7548247047,-0.090671633,Leptotes,iNaturalist
34.7537089057,-0.0911007859,Junonia sophia infracta,iNaturalist
34.7538805671,-0.0911007859,Telchinia,iNaturalist
34.7539663978,-0.0910149554,Borbo,iNaturalist
34.7545672126,-0.0904999719,Junonia terea,iNaturalist
34.7538376517,-0.0903283107,Hesperiinae,iNaturalist
34.7497177787,-0.110584322,Junonia chorimene,iNaturalist
34.7502327628,-0.1113567967,Belenois creona,iNaturalist
34.7543955512,-0.090070819,Bicyclus safitza,iNaturalist
34.7538222222,-0.1077944444,Zizeeria knysna,iNaturalist
34.7513056464,-0.1110993051,Junonia terea,iNaturalist
34.7537089057,-0.090671633,Hypolycaena philippus,iNaturalist
34.7557902999,-0.0914441083,Euchrysops malathana,iNaturalist
34.7511339851,-0.1114426272,Eretis,iNaturalist
34.7520781226,-0.110584322,Belenois,iNaturalist
34.7509623237,-0.1117859493,Papilio nireus,iNaturalist
34.7463274665,-0.1181374075,Danaus chrysippus,iNaturalist
34.7459412284,-0.1165495431,Polyommatinae,iNaturalist
34.7485590644,-0.1131163224,Pyrginae,iNaturalist
34.7498036094,-0.1129875767,Papilio demodocus,iNaturalist
34.7512198157,-0.1111851357,Junonia terea,iNaturalist
34.7522926994,-0.1102839151,Polyommatini,iNaturalist
34.751069612,-0.1112495085,Junonia oenone oenone,iNaturalist
34.8849045702,0.2260190676,Charaxes cithaeron,iNaturalist
34.8849045702,0.2260190676,Telchinia lycoa,iNaturalist
34.7518631,0.2827307,Polyommatini,iNaturalist
34.7679568,-0.0917016,Pinacopteryx eriphia,iNaturalist
34.8953566667,0.2258583333,Junonia gregorii,iNaturalist
34.884655,0.226919,Amauris echeria,iNaturalist
34.884655,0.226919,Junonia sophia,iNaturalist
34.8902683504,0.2261231618,Papilio ophidicephalus,iNaturalist
34.8902919057,0.2261017444,Amauris albimaculata,iNaturalist
34.8901894202,0.2260789409,Euphaedra medon,iNaturalist
35.1617533333,-0.2686183333,Zizula hylax,iNaturalist
34.7740791366,0.3078822503,Acraeini,iNaturalist
34.7740793,0.307894,Telchinia penelope,iNaturalist
34.8965416667,0.2251333333,Junonia gregorii,iNaturalist
34.8873877203,0.2292606246,Belenois raffrayi,iNaturalist
34.8763394024,0.2524168778,Papilio phorcas,iNaturalist
34.880316778,0.2607281589,Telchinia,iNaturalist
34.8853548269,0.2524220863,Junonia temora,iNaturalist
34.8806310808,0.2553078861,Hypolimnas dinarcha,iNaturalist
34.8853135876,0.2531513475,Protogoniomorpha parhassus,iNaturalist
34.8811164502,0.255372426,Evena crithea,iNaturalist
34.8764661642,0.2560252605,Junonia,iNaturalist
34.8873025314,0.2558297767,Neptis agouale,iNaturalist
34.8875087221,0.254574805,Evena crithea,iNaturalist
34.8797288352,0.253765733,Neptis agouale,iNaturalist
34.8791116194,0.2627273216,Euphaedra,iNaturalist
34.8819436899,0.2550979015,Junonia gregorii,iNaturalist
34.8925822851,0.2413982088,Charaxes brutus,iNaturalist
34.8906296369,0.2426107759,Euphaedra rattrayi,iNaturalist
34.8911660788,0.2367024238,Belenois aurota,iNaturalist
34.7473055769,-0.1124693053,Papilio nireus,iNaturalist
34.7473366735,-0.112452755,Coeliades forestan,iNaturalist
34.7474105079,-0.1124258923,Catopsilia florella,iNaturalist
34.7474343463,-0.1124450861,Junonia chorimene,iNaturalist
34.7473363412,-0.11245307,Junonia sophia,iNaturalist
34.7474393127,-0.112420896,Papilio nireus,iNaturalist
34.7473068696,-0.1124718654,Junonia terea,iNaturalist
34.7472314697,-0.1124072082,Junonia oenone oenone,iNaturalist
34.7472072839,-0.1123001085,Junonia sophia,iNaturalist
34.7472398348,-0.1123536829,Belenois thysa,iNaturalist
34.7472383052,-0.1123529292,Mylothris agathina,iNaturalist
34.7464683395,-0.1133406843,Catopsilia florella,iNaturalist
34.7450478,-0.1168941381,Danaus chrysippus dorippus,iNaturalist
34.744864026,-0.116552566,Papilio dardanus,iNaturalist
34.7444114598,-0.1160602575,Papilio constantinus,iNaturalist
34.883725,0.227295,Junonia temora,iNaturalist
34.8836666667,0.2185533333,Junonia gregorii,iNaturalist
34.895405,0.2302716667,Junoniini,iNaturalist
34.884655,0.226919,Tuxentius margaritaceus,iNaturalist
34.8461750186,0.3144996465,Hypolimnas monteironis,iNaturalist
35.134015,0.0650733333,Eurytela dryope,iNaturalist
34.8562828079,0.2923799655,Telchinia,iNaturalist
34.9048194161,0.2564961864,Evena crithea,iNaturalist
34.9048194161,0.2564961864,Eretis,iNaturalist
34.7447192448,-0.1152181546,Amauris niavius,iNaturalist
34.87889294,0.2806357914,Leptosia alcesta,iNaturalist
34.8592971042,0.297738755,Euphaedra medon,iNaturalist
34.8633624127,0.2786397443,Hesperiinae,iNaturalist
34.8590488215,0.2502153318,Acraeini,iNaturalist
34.8558824771,0.2707784867,Libythea labdaca,iNaturalist
34.8606158014,0.294872952,Lycaenopsina,iNaturalist
34.9155689882,0.2777052204,Junonia sophia,iNaturalist
34.8284060842,0.2782523192,Junonia temora,iNaturalist
34.8725730829,0.3039161293,Mycalesina,iNaturalist
34.8783653943,0.2738126113,Vanessula milca,iNaturalist
34.8874788958,0.2822190357,Junonia sophia infracta,iNaturalist
34.8301178441,0.2947375499,Amauris albimaculata,iNaturalist
34.9191977643,0.2975016068,Telchinia perenna,iNaturalist
34.8511245104,0.2952579828,Acraeini,iNaturalist
34.8577014719,0.2935797812,Telchinia peneleos,iNaturalist
34.8553493512,0.2928038228,Junonia gregorii,iNaturalist
34.8593504713,0.2931024585,Acraeini,iNaturalist
34.8559430638,0.2950770918,Telchinia lycoa,iNaturalist
34.8549689677,0.2929574747,Celaenorrhinus,iNaturalist
34.8617636323,0.294209037,Apallaga,iNaturalist
34.844195073,0.2782332686,Neptis metella,iNaturalist
34.8598565561,0.2923957272,Telchinia esebria,iNaturalist
34.8388558728,0.2934057988,Telchinia peneleos,iNaturalist
34.862120289,0.2914873945,Acleros,iNaturalist
34.8626874552,0.2915489184,Afriodinia neavei,iNaturalist
34.8563972133,0.2952593164,Cymothoe hobarti,iNaturalist
34.8557365723,0.2921309463,Eurytela hiarbas,iNaturalist
34.8696566457,0.2381724905,Papilio phorcas,iNaturalist
34.8562762563,0.292326389,Apallaga,iNaturalist
34.855848981,0.2917338659,Nymphalidae,iNaturalist
34.8567810947,0.2918697734,Vanessula milca,iNaturalist
34.7740793,0.307894,Hesperiinae,iNaturalist
34.7740793,0.307894,Leptotes pirithous,iNaturalist
34.7740793,0.307894,Eretis,iNaturalist
34.7740793,0.307894,Anthene,iNaturalist
34.7740793,0.307894,Junonia temora temora,iNaturalist
34.7740793,0.307894,Polyura paphianus,iNaturalist
34.884705,0.227051,Celaenorrhinus mediostictus,iNaturalist
34.8801918191,0.1999774913,Pseudacraea lucretia,iNaturalist
34.8789733833,0.1984381685,Telchinia,iNaturalist
34.8773690362,0.197967008,Papilio phorcas,iNaturalist
34.8767251578,0.1990967922,Cymothoe herminia,iNaturalist
34.8765322444,0.1993947242,Junonia gregorii,iNaturalist
34.876307158,0.1998436375,Protogoniomorpha parhassus,iNaturalist
34.8763607101,0.2000535189,Junonia temora,iNaturalist
34.8763568424,0.2004201368,Protogoniomorpha parhassus,iNaturalist
34.8764802433,0.200827903,Junonia temora,iNaturalist
34.8766010097,0.2011728555,Eriboea etesipe,iNaturalist
34.8769829302,0.2038027476,Acraeini,iNaturalist
34.877124742,0.2056135014,Cymothoe hobarti,iNaturalist
34.8774386925,0.2067707329,Bematistes poggei,iNaturalist
34.8774942779,0.207189626,Euphaedra,iNaturalist
34.8776198882,0.2074545523,Telchinia lycoa,iNaturalist
34.8777451523,0.2077936548,Junonia temora temora,iNaturalist
34.8798416667,0.210555,Telchinia lycoa,iNaturalist
34.88065,0.2112816667,Cymothoe coranus,iNaturalist
34.88068,0.2121,Eriboea etesipe,iNaturalist
34.881665,0.2130866667,Euphaedra rex,iNaturalist
34.8790676537,0.2092199135,Protogoniomorpha parhassus,iNaturalist
34.8825066667,0.2150133333,Neptis,iNaturalist
34.8820716667,0.21491,Euryphura chalcis,iNaturalist
34.88213,0.2153216667,Afriodinia,iNaturalist
34.882755,0.21739,Papilionoidea,iNaturalist
34.8828233333,0.2175233333,Papilionoidea,iNaturalist
34.8828616667,0.2177466667,Junonia gregorii,iNaturalist
34.8829266667,0.2178083333,Protogoniomorpha parhassus,iNaturalist
34.8829266667,0.2178233333,Acraeini,iNaturalist
34.883065,0.2179683333,Junonia temora,iNaturalist
34.8830916667,0.2179933333,Hesperiidae,iNaturalist
34.8830116667,0.21783,Protogoniomorpha parhassus,iNaturalist
34.8831516667,0.2181083333,Eagris,iNaturalist
34.8831666667,0.21814,Charaxini,iNaturalist
34.8833083333,0.2183433333,Eriboea etesipe,iNaturalist
34.8835333333,0.21853,Apallaga,iNaturalist
34.8835333333,0.21853,Eurema hecabe,iNaturalist
34.8835366667,0.2185333333,Hesperiidae,iNaturalist
34.88361,0.2185816667,Bicyclus,iNaturalist
34.8832506783,0.2183920342,Evena crithea,iNaturalist
34.8837942565,0.2186850477,Anthene,iNaturalist
34.8840982572,0.2188802005,Cymothoe,iNaturalist
34.8841733582,0.2190143021,Neptis,iNaturalist
34.8838407643,0.218754486,Cymothoe lurida butleri,iNaturalist
34.8845183333,0.2190883333,Papilionoidea,iNaturalist
34.8848916667,0.2207283333,Afriodinia neavei,iNaturalist
34.8849366667,0.2207266667,Junonia gregorii,iNaturalist
34.8848214143,0.2207952758,Vanessula milca latifasciata,iNaturalist
34.8820275522,0.2108171115,Nymphalidae,iNaturalist
34.8831433511,0.2118470727,Hypolimnas monteironis major,iNaturalist
34.8811468526,0.2103879609,Acraeini,iNaturalist
34.8826059743,0.21025916,Junonia gregorii,iNaturalist
34.8827216313,0.2126618831,Pseudacraea eurytus eurytus,iNaturalist
34.8842170005,0.2193691417,Vanessula milca latifasciata,iNaturalist
34.8818139416,0.2170168417,Hesperiidae,iNaturalist
34.8863846602,0.2253658884,Eretis,iNaturalist
34.8850411532,0.2262499606,Bicyclus dentata,iNaturalist
34.8850228959,0.2263705722,Junonia sophia,iNaturalist
34.8847412639,0.2263813009,Junonia sophia,iNaturalist
34.9460111111,0.1865138889,Evena crithea,iNaturalist
34.8549128399,0.3155554756,Vanessula milca latifasciata,iNaturalist
34.8544875101,0.3160567764,Papilio phorcas,iNaturalist
34.8542617171,0.3158522401,Neptis melicerta,iNaturalist
34.8552539658,0.315416998,Nepheronia thalassina,iNaturalist
34.8544507216,0.3165867861,Junonia gregorii,iNaturalist
34.854625183,0.3165917057,Junonia sophia infracta,iNaturalist
34.8541843544,0.314621644,Ceratrichia semlikensis,iNaturalist
34.8547023381,0.3163918935,Tagiadinae,iNaturalist
34.8780636221,0.2272060008,Protogoniomorpha,iNaturalist
34.8870365607,0.2270029302,Evena crithea,iNaturalist
34.86543,0.2402866667,Euriphene ribensis,iNaturalist
34.8659933333,0.2409483333,Telchinia penelope,iNaturalist
34.8666466667,0.2382,Evena crithea,iNaturalist
34.8666466667,0.2382,Euphaedra rattrayi,iNaturalist
34.8912266667,0.234045,Papilio echerioides,iNaturalist
34.8912266667,0.234045,Papilio echerioides joiceyi,iNaturalist
34.8847633333,0.227215,Telchinia perenna perenna,iNaturalist
34.8649766667,0.23365,Evena crithea,iNaturalist
34.8649766667,0.23365,Pseudacraea boisduvalii,iNaturalist
34.86533,0.23547,Celaenorrhinus,iNaturalist
34.8655383333,0.235675,Hesperiidae,iNaturalist
34.8655183333,0.2355483333,Leptosia alcesta,iNaturalist
34.923935,0.2119066667,Amauris albimaculata,iNaturalist
34.923935,0.2119066667,Cyrestis camillus,iNaturalist
34.923515,0.20985,Junonia gregorii,iNaturalist
34.856283,0.29238,Euphaedra rattrayi,iNaturalist
34.856283,0.29238,Evena crithea,iNaturalist
34.8561365086,0.3057489703,Evena crithea,iNaturalist
34.877791047,0.3403422785,Papilio phorcas,iNaturalist
34.8562828079,0.2923799655,Protogoniomorpha parhassus,iNaturalist
34.8562828079,0.2923799655,Hypolimnas anthedon,iNaturalist
34.8562828079,0.2923799655,Eurytela hiarbas,iNaturalist
34.8562828079,0.2923799655,Junonia gregorii,iNaturalist
34.88465,0.226575,Satyrini,iNaturalist
34.8847222222,0.2267111111,Hypolimnas anthedon anthedon,iNaturalist
34.8843777778,0.2264888889,Junonia sophia,iNaturalist
34.8749452541,0.2264061574,Cymothoe hobarti hobarti,iNaturalist
34.8727714809,0.2282190801,Junonia gregorii,iNaturalist
34.8943433333,0.2260833333,Telchinia peneleos,iNaturalist
34.8943433333,0.2260833333,Papilio dardanus,iNaturalist
34.8943433333,0.2260833333,Telchinia semivitrea,iNaturalist
34.8944366667,0.226095,Pseudacraea lucretia,iNaturalist
34.8943933333,0.2260433333,Telchinia semivitrea,iNaturalist
34.8943933333,0.2260433333,Euryphura chalcis,iNaturalist
34.8943933333,0.2260433333,Junonia gregorii,iNaturalist
34.8644483333,0.2346816667,Ypthima albida,iNaturalist
34.8646883333,0.2353616667,Leptosia nupta,iNaturalist
34.865245,0.23564,Telchinia perenna perenna,iNaturalist
34.8658566667,0.23616,Leptosia nupta,iNaturalist
34.8656366667,0.2366083333,Zizula hylax hylax,iNaturalist
34.8657216667,0.2361966667,Tagiadinae,iNaturalist
34.9243033333,0.21177,Zizeeria knysna,iNaturalist
34.923665,0.21244,Junonia gregorii,iNaturalist
34.9232166667,0.2130333333,Cyrestis camillus,iNaturalist
34.7518631,0.2827307,Pieridae,iNaturalist
34.7518631,0.2827307,Pseudoneptis bugandensis ianthe,iNaturalist
34.7518631,0.2827307,Lycaenidae,iNaturalist
34.7518631,0.2827307,Acraeini,iNaturalist
34.7518631,0.2827307,Neptis metella,iNaturalist
34.7518631,0.2827307,Cymothoe hobarti,iNaturalist
34.7518631,0.2827307,Junonia terea,iNaturalist
34.92387,0.21242,Junonia sophia,iNaturalist
34.9407733333,0.181015,Mylothris,iNaturalist
34.8499823195,0.2937740847,Vanessula milca,iNaturalist
34.8380371003,0.295776793,Belenois rubrosignata,iNaturalist
34.8469635028,0.295090162,Afriodinia neavei,iNaturalist
34.8459335185,0.2957767944,Apallaga opalinus,iNaturalist
34.8365152629,0.2925551096,Evena crithea,iNaturalist
34.8521133385,0.2978367051,Charaxes brutus,iNaturalist
34.8555465663,0.2970642397,Telchinia semivitrea,iNaturalist
34.8409553344,0.296205954,Zizula hylax,iNaturalist
34.8559911382,0.2974479916,Neptis metella,iNaturalist
34.8499020056,0.2926000559,Amauris,iNaturalist
35.2109783333,0.2464816667,Junonia sophia,iNaturalist
34.7575690597,-0.0680878178,Belenois,iNaturalist
34.7575690597,-0.0680878178,Papilio demodocus,iNaturalist
34.7637488678,-0.0804474222,Junonia chorimene,iNaturalist
34.7637488678,-0.0804474222,Belenois,iNaturalist
34.7637488678,-0.0804474222,Pelopidas,iNaturalist
34.7568824142,-0.0529816251,Eurema,iNaturalist
34.7568824142,-0.0529816251,Zizeeria knysna,iNaturalist
34.7568824142,-0.0529816251,Junonia terea,iNaturalist
34.7568824142,-0.0529816251,Eurema brigitta,iNaturalist
34.7568824142,-0.0529816251,Junonia chorimene,iNaturalist
34.7582556633,-0.0536682218,Catopsilia,iNaturalist
34.7582556633,-0.0536682218,Zizeeria knysna,iNaturalist
34.7582556633,-0.0536682218,Junonia sophia,iNaturalist
34.7582556633,-0.0536682218,Zizula,iNaturalist
35.1904616667,0.4004666667,Mylothris,iNaturalist
35.1904616667,0.4004666667,Junonia terea,iNaturalist
35.1904466667,0.40027,Eretis,iNaturalist
34.9405583333,0.1812,Amauris albimaculata,iNaturalist
34.865998528,0.2362590025,Bicyclus,iNaturalist
34.8657755155,0.2358548668,Euphaedra rex,iNaturalist
34.8666684421,0.2400115504,Nepheronia pharis pharis,iNaturalist
34.8651880303,0.2397794725,Telchinia lycoa,iNaturalist
34.8683644093,0.2341267497,Pyrginae,iNaturalist
34.8669676959,0.2359290549,Euphaedra rex,iNaturalist
34.8842470337,0.2267821629,Cymothoe hobarti,iNaturalist
34.8660888611,0.2363279722,Hesperiidae,iNaturalist
34.881065,0.254639,Eriboea etesipe,iNaturalist
34.881065,0.254639,Junonia gregorii,iNaturalist
34.881065,0.254639,Pseudoneptis bugandensis,iNaturalist
34.881065,0.254639,Vanessula milca latifasciata,iNaturalist
34.881065,0.254639,Libythea labdaca,iNaturalist
34.881065,0.254639,Evena crithea,iNaturalist
34.881065,0.254639,Charaxes smaragdalis,iNaturalist
34.881065,0.254639,Euphaedra rex,iNaturalist
34.881065,0.254639,Leptosia alcesta inalcesta,iNaturalist
34.881065,0.254639,Junonia sophia,iNaturalist
34.881065,0.254639,Bicyclus dentata,iNaturalist
35.0107231139,-0.2372354267,Junonia sophia infracta,iNaturalist
34.8662710189,0.2415268421,Belenois creona severina,iNaturalist
34.8657334976,0.3420078507,Papilio chrapkowskii,iNaturalist
34.8657334976,0.3420078507,Graphium policenes policenes,iNaturalist
34.8657334976,0.3420078507,Papilio phorcas,iNaturalist
34.8662710189,0.2415268421,Papilio demodocus,iNaturalist
34.8657334976,0.3420078507,Graphium policenes,iNaturalist
34.8657334976,0.3420078507,Papilio,iNaturalist
34.8657334976,0.3420078507,Papilio lormieri neocrocea,iNaturalist
34.8657334976,0.3420078507,Protogoniomorpha parhassus,iNaturalist
34.8662710189,0.2415268421,Junonia gregorii,iNaturalist
34.8662710189,0.2415268421,Junonia oenone,iNaturalist
34.8662710189,0.2415268421,Precis octavia sesamus,iNaturalist
34.8657334976,0.3420078507,Hypolimnas monteironis,iNaturalist
34.8657334976,0.3420078507,Hypolimnas anthedon,iNaturalist
34.8662710189,0.2415268421,Hypolimnas misippus,iNaturalist
34.8662710189,0.2415268421,Pseudargynnis hegemone,iNaturalist
34.8662710189,0.2415268421,Euphaedra rattrayi,iNaturalist
34.8662710189,0.2415268421,Evena crithea,iNaturalist
34.8657334976,0.3420078507,Telchinia,iNaturalist
34.8657334976,0.3420078507,Tildia acara,iNaturalist
34.8657334976,0.3420078507,Tildia zetes zetes,iNaturalist
34.8657334976,0.3420078507,Amauris albimaculata,iNaturalist
34.8657334976,0.3420078507,Tirumala formosa,iNaturalist
34.8657334976,0.3420078507,Danaus chrysippus alcippus,iNaturalist
34.8657334976,0.3420078507,Cyrestis camillus camillus,iNaturalist
34.8657334976,0.3420078507,Charaxes fulvescens,iNaturalist
34.8657334976,0.3420078507,Charaxes castor,iNaturalist
34.8657334976,0.3420078507,Pseudacraea,iNaturalist
34.8662710189,0.2415268421,Amauris niavius,iNaturalist
34.856283,0.29238,Neptis saclava,iNaturalist
35.2619860321,-0.1599751197,Junonia sophia,iNaturalist
34.7490916667,-0.1166166667,Coeliades,iNaturalist
34.8666945399,0.2398602586,Junonia temora temora,iNaturalist
34.8647500054,0.2378172481,Papilio phorcas,iNaturalist
34.8649450284,0.2381850431,Junonia gregorii,iNaturalist
34.8651166764,0.2383137675,Evena crithea,iNaturalist
34.8655887616,0.2378846345,Telchinia peneleos,iNaturalist
34.8648680697,0.2373162828,Telchinia lycoa,iNaturalist
34.8995885292,0.2047370701,Evena crithea,iNaturalist
34.8995885292,0.2047370701,Charaxinae,iNaturalist
34.8995885292,0.2047370701,Polyommatinae,iNaturalist
34.8995885292,0.2047370701,Cyrestis camillus,iNaturalist
34.856283,0.29238,Bebearia sophus audeoudi,iNaturalist
34.856283,0.29238,Bicyclus anynana,iNaturalist
34.856283,0.29238,Bicyclus safitza,iNaturalist
34.7740793,0.307894,Euryphura isuka,iNaturalist
34.7740793,0.307894,Euptera elabontas,iNaturalist
34.894929007,0.2914146643,Ypthima asterope,iNaturalist
34.8949289617,0.2831750457,Neptis,iNaturalist
34.9031686977,0.2996543654,Bebearia,iNaturalist
34.8949288307,0.2776818635,Euphaedra rex,iNaturalist
34.7740793,0.307894,Phalanta eurytis eurytis,iNaturalist
34.7740793,0.307894,Pseudacraea lucretia,iNaturalist
34.8921823273,0.2859216389,Eurema hecabe,iNaturalist
34.8811959992,0.2914147332,Neptidopsis ophione nucleata,iNaturalist
34.7493592876,0.3188809558,Neptis saclava,iNaturalist
34.7740793,0.307894,Dixeia,iNaturalist
34.7740793,0.307894,Pseudanaphaeis gidica abyssinica,iNaturalist
34.7740793,0.307894,Papilio lormieri,iNaturalist
34.7740793,0.307894,Cyrestis camillus camillus,iNaturalist
34.7740793,0.307894,Vanessula milca,iNaturalist
34.856474,0.29134,Aterica galene extensa,iNaturalist
34.8877266794,0.2472234669,Euphaedra rattrayi coeruleomaculata,iNaturalist
34.8949602619,0.2452124993,Papilio phorcas,iNaturalist
34.9110233411,0.2659712493,Euryphura isuka,iNaturalist
34.8871999606,0.2525432426,Charaxes,iNaturalist
34.8961276934,0.2499918158,Telchinia lycoa,iNaturalist
34.9034011737,0.2506623617,Bematistes macarista,iNaturalist
34.7091790661,0.0478107054,Hypolimnas misippus,iNaturalist
34.9072504789,0.2480116937,Junonia sophia infracta,iNaturalist
34.7090945765,0.0478995536,Junonia sophia infracta,iNaturalist
34.7088447958,0.0475146567,Papilio demodocus demodocus,iNaturalist
34.7091203928,0.0476470907,Hypolimnas misippus,iNaturalist
34.8758253828,0.2244322596,Cymothoe lurida butleri,iNaturalist
34.8792498931,0.2462102718,Junonia gregorii,iNaturalist
34.8763659068,0.3513532658,Euphaedra rattrayi coeruleomaculata,iNaturalist
34.8763659068,0.3513532658,Afriodinia neavei,iNaturalist
34.8763659068,0.3513532658,Protogoniomorpha parhassus,iNaturalist
34.8763659068,0.3513532658,Hypolimnas monteironis,iNaturalist
34.8763659068,0.3513532658,Junonia gregorii,iNaturalist
34.8763659068,0.3513532658,Pardaleodes,iNaturalist
34.8763659068,0.3513532658,Eurema desjardinsii regularis,iNaturalist
34.8763659068,0.3513532658,Hesperiinae,iNaturalist
34.8763659068,0.3513532658,Papilio phorcas,iNaturalist
34.8631773691,0.347243774,Evena crithea,iNaturalist
34.8639917996,0.3528883953,Belenois aurota,iNaturalist
34.9232469319,0.2129173559,Zizeeria knysna knysna,iNaturalist
34.9232469319,0.2129173559,Telchinia penelope,iNaturalist
34.9232469319,0.2129173559,Pseudacraea,iNaturalist
34.9232469319,0.2129173559,Anthene,iNaturalist
34.9232469319,0.2129173559,Zizula hylax,iNaturalist
34.9232469319,0.2129173559,Nepheronia thalassina sinalata,iNaturalist
34.9232469319,0.2129173559,Eurema brigitta brigitta,iNaturalist
34.9232469319,0.2129173559,Telchinia orestia,iNaturalist
34.9232469319,0.2129173559,Telchinia,iNaturalist
34.9232469319,0.2129173559,Sevenia occidentalium occidentalium,iNaturalist
34.9232469319,0.2129173559,Phalanta eurytis eurytis,iNaturalist
34.9232469319,0.2129173559,Telchinia perenna perenna,iNaturalist
34.9232469319,0.2129173559,Cyrestis camillus,iNaturalist
34.9232469319,0.2129173559,Telchinia lycoa,iNaturalist
34.9232469319,0.2129173559,Phalanta,iNaturalist
34.9232469319,0.2129173559,Sevenia occidentalium,iNaturalist
34.9232469319,0.2129173559,Eriboea etesipe,iNaturalist
34.9232469319,0.2129173559,Junonia gregorii,iNaturalist
34.887501,0.2262859722,Telchinia lycoa,iNaturalist
34.8845209722,0.211047,Hypolimnas monteironis major,iNaturalist
34.8788679722,0.200308,Telchinia penelope,iNaturalist
34.887456,0.2271929722,Junonia gregorii,iNaturalist
34.856283,0.29238,Cyrestis camillus camillus,iNaturalist
34.856283,0.29238,Amauris echeria jacksoni,iNaturalist
34.856283,0.29238,Telchinia disjuncta,iNaturalist
34.856283,0.29238,Vanessula milca,iNaturalist
34.856283,0.29238,Euphaedra rattrayi coeruleomaculata,iNaturalist
34.856283,0.29238,Junonia temora,iNaturalist
34.8931777778,0.2262083333,Celaenorrhinus,iNaturalist
34.8931777778,0.2262083333,Lycaenidae,iNaturalist
34.8966277778,0.2251361111,Apallaga,iNaturalist
34.9013222222,0.2177777778,Nymphalidae,iNaturalist
34.8848495483,0.2271366715,Junonia gregorii,iNaturalist
34.8070382844,0.310640542,Euphaedra rex,iNaturalist
34.9236611413,0.212301067,Amauris,iNaturalist
34.8152780722,0.299654407,Telchinia semivitrea,iNaturalist
34.9919717009,0.3167597937,Papilio phorcas,iNaturalist
34.9342031804,0.2333546077,Anthene,iNaturalist
34.8270887899,0.3162921473,Charaxes smaragdalis,iNaturalist
34.8255192427,0.3046733682,Telchinia peneleos peneleos,iNaturalist
34.9352544902,0.2059710251,Cymothoe hobarti hobarti,iNaturalist
34.9124936547,0.2215453672,Hypolycaena hatita,iNaturalist
34.9239227703,0.2121903925,Libythea labdaca,iNaturalist
34.9239227703,0.2121903925,Euphaedra rex,iNaturalist
34.9239227703,0.2121903925,Apallaga galenus,iNaturalist
34.8747790933,0.2337416447,Telchinia esebria,iNaturalist
34.8747790933,0.2337416447,Anthene,iNaturalist
34.8715493626,0.2332498691,Acraeini,iNaturalist
34.8715493626,0.2332498691,Neptis saclava,iNaturalist
34.8715493626,0.2332498691,Papilio phorcas,iNaturalist
34.8715493626,0.2332498691,Hypolimnas anthedon anthedon,iNaturalist
34.8718885526,0.2331180095,Charaxes smaragdalis,iNaturalist
34.8718885526,0.2331180095,Telchinia,iNaturalist
34.8718885526,0.2331180095,Bicyclus,iNaturalist
34.8718885526,0.2331180095,Junonia gregorii,iNaturalist
